players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest,FNTotalHonest_LL,FNTotalDishonest_LL,UtilityHonest_HL,UtilityDishonest_HL,FNTotalHonest_HL,FNTotalDishonest_HL
64,8,64,1,1,,8000,1.05,400,0.981636715130498,,,,,0.015187880377468155,0.017675630642305887,0.02162907268170426,0.04131578947368421,,,0.015187880377468155,0.017675630642305887,0.02162907268170426,0.04131578947368421
64,8,8,1,2,1.0,8000,1.05,400,0.981636715130498,1600.0,0.990775814768658,1600.0,0.990775814768658,0.015275911078766406,0.013930831708256798,0.01380325814536341,0.2730263157894737,0.01380325814536341,0.2730263157894737,0.015275911078766406,0.013930831708256798,0.01380325814536341,0.2730263157894737
64,8,64,1,1,,8000,1.05,400,0.981636715130498,,,,,0.015231584564485926,0.015724092185287204,0.01718671679197995,0.07473684210526316,,,0.015231584564485926,0.015724092185287204,0.01718671679197995,0.07473684210526316
64,8,8,1,2,1.0,8000,1.05,400,0.981636715130498,1600.0,0.990775814768658,1600.0,0.990775814768658,0.015339583717092998,0.01576304741247465,0.0020843776106934,0.075,0.0020071010860484547,0.075,0.015339583717092998,0.01576304741247465,0.0020843776106934,0.075
64,8,64,1,1,,8000,1.05,400,0.981636715130498,,,,,0.015253241466904235,0.013674947345015868,0.01798454469507101,0.07486842105263158,,,0.015253241466904235,0.013674947345015868,0.01798454469507101,0.07486842105263158
64,8,8,1,2,1.0,8000,1.05,400,0.981636715130498,1600.0,0.990775814768658,1600.0,0.990775814768658,0.015320047115452616,0.013566369816829385,0.007942773600668338,0.25157894736842107,0.007765246449456976,0.25157894736842107,0.015320047115452616,0.013566369816829385,0.007942773600668338,0.25157894736842107
64,8,64,1,1,,8000,1.05,400,0.981636715130498,,,,,0.015204671436804198,0.016755741119953576,0.022167919799498746,0.0010526315789473684,,,0.015204671436804198,0.016755741119953576,0.022167919799498746,0.0010526315789473684
64,8,8,1,2,1.0,8000,1.05,400,0.981636715130498,1600.0,0.990775814768658,1600.0,0.990775814768658,0.01527337120782401,0.016118678699182674,0.014655388471177946,0.0,0.01463032581453634,0.0,0.01527337120782401,0.016118678699182674,0.014655388471177946,0.0
64,8,64,1,1,,8000,1.05,400,0.981636715130498,,,,,0.015241772836276403,0.017413886735879798,0.015868838763575605,0.03684210526315789,,,0.015241772836276403,0.017413886735879798,0.015868838763575605,0.03684210526315789
64,8,8,1,2,1.0,8000,1.05,400,0.981636715130498,1600.0,0.990775814768658,1600.0,0.990775814768658,0.015299273909186338,0.016177807910806467,0.008556808688387636,0.10434210526315789,0.007786131996658312,0.10434210526315789,0.015299273909186338,0.016177807910806467,0.008556808688387636,0.10434210526315789
64,8,64,1,1,,8000,1.05,400,0.981636715130498,,,,,0.015248399036257094,0.015709269384531127,0.01940893901420217,0.04868421052631579,,,0.015248399036257094,0.015709269384531127,0.01940893901420217,0.04868421052631579
64,8,8,1,2,1.0,8000,1.05,400,0.981636715130498,1600.0,0.990775814768658,1600.0,0.990775814768658,0.01532174071379378,0.015345286558118097,0.007159565580618212,0.05039473684210526,0.007159565580618212,0.05039473684210526,0.01532174071379378,0.015345286558118097,0.007159565580618212,0.05039473684210526
64,8,64,1,1,,8000,1.05,400,0.981636715130498,,,,,0.015248565623912157,0.016298791003859447,0.018677944862155387,0.009736842105263158,,,0.015248565623912157,0.016298791003859447,0.018677944862155387,0.009736842105263158
64,8,8,1,2,1.0,8000,1.05,400,0.981636715130498,1600.0,0.990775814768658,1600.0,0.990775814768658,0.015300196180932667,0.01570201887657539,0.009411027568922306,0.03986842105263158,0.009411027568922306,0.03986842105263158,0.015300196180932667,0.01570201887657539,0.009411027568922306,0.03986842105263158
64,8,64,1,1,,8000,1.05,400,0.981636715130498,,,,,0.015230825189605878,0.016435370879452058,0.017946950710108604,0.06631578947368422,,,0.015230825189605878,0.016435370879452058,0.017946950710108604,0.06631578947368422
64,8,8,1,2,1.0,8000,1.05,400,0.981636715130498,1600.0,0.990775814768658,1600.0,0.990775814768658,0.015333642881750957,0.013549100476502611,0.007470760233918129,0.3055263157894737,0.007470760233918129,0.3055263157894737,0.015333642881750957,0.013549100476502611,0.007470760233918129,0.3055263157894737
64,8,64,1,1,,8000,1.05,400,0.981636715130498,,,,,0.015210843883064826,0.015421028986250833,0.020317460317460317,0.05118421052631579,,,0.015210843883064826,0.015421028986250833,0.020317460317460317,0.05118421052631579
64,8,8,1,2,1.0,8000,1.05,400,0.981636715130498,1600.0,0.990775814768658,1600.0,0.990775814768658,0.01530205046149652,0.014437140786111831,0.0097890559732665,0.038421052631578946,0.0097890559732665,0.038421052631578946,0.01530205046149652,0.014437140786111831,0.0097890559732665,0.038421052631578946
64,8,64,1,1,,8000,1.05,400,0.981636715130498,,,,,0.01527891515058697,0.01356836844388022,0.017890559732664995,0.010263157894736842,,,0.01527891515058697,0.01356836844388022,0.017890559732664995,0.010263157894736842
64,8,8,1,2,1.0,8000,1.05,400,0.981636715130498,1600.0,0.990775814768658,1600.0,0.990775814768658,0.015341798264679097,0.013468382267072436,0.011134085213032581,0.0,0.011134085213032581,0.0,0.015341798264679097,0.013468382267072436,0.011134085213032581,0.0
64,8,64,1,1,,8000,1.05,400,0.981636715130498,,,,,0.015195161099766053,0.016205929682741493,0.022222222222222223,0.04078947368421053,,,0.015195161099766053,0.016205929682741493,0.022222222222222223,0.04078947368421053
64,8,8,1,2,1.0,8000,1.05,400,0.981636715130498,1600.0,0.990775814768658,1600.0,0.990775814768658,0.015269950981021069,0.015395102807563617,0.010419799498746867,0.105,0.010419799498746867,0.105,0.015269950981021069,0.015395102807563617,0.010419799498746867,0.105
