FNTotalDishonest,FNTotalDishonest_HL,FNTotalHonest,FNTotalHonest_HL,QPQ2HL0,QPQ2HL1,QPQ2TH0,QPQ2TH1,QPQHL,QPQTH,QPQversion,UtilityDishonest,UtilityDishonest_HL,UtilityHonest,UtilityHonest_HL,alpha,betafactor,clusters,numliars,playerperclusters,players,rounds
0.057,0.0,0.01303921568627451,0.013877995642701525,,,,,100,0.97,1,9.679300441084448e-07,1.0191780229272683e-05,4.1431246434413996e-05,4.420107164769865e-05,,1.2,4,1,256,256,1000
0.0,0.0,0.0,0.0,376.0,376.0,0.9845876653923058,0.9845876653923058,100,0.97,2,0.0007732194224502779,1.0191780229272683e-05,2.031705509028996e-05,2.4132062456754272e-05,1.0,1.2,4,1,64,256,1000
0.06,0.0033333333333333335,0.011141176470588236,0.011742919389978214,,,,,100,0.97,1,0.0,1.1907974207563398e-05,4.601987418894663e-05,4.936840233959025e-05,,1.2,4,1,256,256,1000
0.0,0.0,5.490196078431372e-05,0.0,376.0,376.0,0.9845876653923058,0.9845876653923058,100,0.97,2,0.0002932365475312624,1.1907974207563398e-05,2.216545133782207e-05,2.0071934169366806e-05,1.0,1.2,4,1,64,256,1000
0.149,0.0044444444444444444,0.011752941176470588,0.01265359477124183,,,,,100,0.97,1,0.0,3.880813429452469e-05,4.340678261751365e-05,4.308094452931974e-05,,1.2,4,1,256,256,1000
0.0,0.0,0.0,0.0,376.0,376.0,0.9845876653923058,0.9845876653923058,100,0.97,2,1.779489360952402e-07,3.880813429452469e-05,2.523565771290219e-05,2.376739170465329e-05,1.0,1.2,4,1,64,256,1000
0.035,0.0,0.011035294117647058,0.011250544662309368,,,,,100,0.97,1,2.8395986112935702e-06,5.090712441899489e-07,4.402976838730498e-05,4.718161814078901e-05,,1.2,4,1,256,256,1000
0.0,0.0,0.0,0.0,376.0,376.0,0.9845876653923058,0.9845876653923058,100,0.97,2,0.00036454721531106407,5.090712441899489e-07,1.5171421196871198e-05,1.6726572750054204e-05,1.0,1.2,4,1,64,256,1000
0.043,0.0,0.01075686274509804,0.011363834422657952,,,,,100,0.97,1,2.8193893765027233e-07,1.8776991195238088e-05,3.77891181695225e-05,3.535840691300895e-05,,1.2,4,1,256,256,1000
0.0,0.0,0.0,0.0,376.0,376.0,0.9845876653923058,0.9845876653923058,100,0.97,2,2.8193893765027233e-07,1.8776991195238088e-05,2.0279907397428124e-05,2.0496700336738788e-05,1.0,1.2,4,1,64,256,1000
0.048,0.0033333333333333335,0.012627450980392156,0.013315904139433551,,,,,100,0.97,1,0.0,1.9168464032383282e-05,4.328492732150683e-05,4.619014749512195e-05,,1.2,4,1,256,256,1000
