FNTotalDishonest,FNTotalDishonest_HL,FNTotalHonest,FNTotalHonest_HL,QPQ2HL0,QPQ2HL1,QPQ2TH0,QPQ2TH1,QPQHL,QPQTH,QPQversion,UtilityDishonest,UtilityDishonest_HL,UtilityHonest,UtilityHonest_HL,alpha,betafactor,clusters,numliars,playerperclusters,players,rounds
0.137,0.15222222222222223,0.007052910052910053,0.006984126984126984,,,,,300,0.979663000022763,1,0.0015478820814056225,0.0017152096994863385,0.0003196046751471868,0.0003213596658827932,,1.2,8,1,64,64,3000
0.0,0.0,0.0,0.0,1200.0,1200.0,0.9875754966705226,0.9875754966705226,300,0.979663000022763,2,0.002088239092393676,0.0023156063783619537,0.00027569159109116,0.000274020945051404,1.0,1.2,8,1,8,64,3000
0.12433333333333334,0.1362962962962963,0.006301587301587302,0.006649029982363316,,,,,300,0.979663000022763,1,0.0019214005436968122,0.002134053855885979,0.00032470770303188464,0.0003287085781473805,,1.2,8,1,64,64,3000
0.0,0.0,0.0,0.0,1200.0,1200.0,0.9875754966705226,0.9875754966705226,300,0.979663000022763,2,0.0022942593604839607,0.0025483414300939223,0.00024835210891094057,0.0002479176953955184,1.0,1.2,8,1,8,64,3000
0.107,0.11592592592592593,0.006296296296296296,0.006737213403880071,,,,,300,0.979663000022763,1,0.0003291974625747844,0.000355189732673478,0.0002779334732355739,0.00028074717146869035,,1.2,8,1,64,64,3000
0.011333333333333334,0.012592592592592593,0.0014391534391534392,0.0015873015873015873,1200.0,1200.0,0.9875754966705226,0.9875754966705226,300,0.979663000022763,2,0.0023660388524656315,0.0026183468325521966,0.0003006786846967915,0.00030601962864782096,1.0,1.2,8,1,8,64,3000
0.08033333333333334,0.08851851851851852,0.006904761904761905,0.007272192827748383,,,,,300,0.979663000022763,1,0.0011974844375258712,0.0013261500471573894,0.0002992284795222008,0.00030424081096457674,,1.2,8,1,64,64,3000
0.0,0.0,1.0582010582010582e-05,0.0,1200.0,1200.0,0.9875754966705226,0.9875754966705226,300,0.979663000022763,2,0.0018573765456403777,0.0020593635006179527,0.0002564485531036164,0.00025517569843195903,1.0,1.2,8,1,8,64,3000
0.06666666666666667,0.06703703703703703,0.006206349206349207,0.006637272192827748,,,,,300,0.979663000022763,1,0.00019692711224917077,6.685623011747313e-05,0.00027015921813387344,0.00027012746065011527,,1.2,8,1,64,64,3000
0.0006666666666666666,0.0,0.00038624338624338627,0.0,1200.0,1200.0,0.9875754966705226,0.9875754966705226,300,0.979663000022763,2,0.0012543857558639084,0.001388643255917007,0.00026146322000392927,0.00026182946828023153,1.0,1.2,8,1,8,64,3000
