players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest,FNTotalHonest_LL,FNTotalDishonest_LL,UtilityHonest_HL,UtilityDishonest_HL,FNTotalHonest_HL,FNTotalDishonest_HL
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015052483165450267,0.01729614964105566,0.03339181286549708,0.056842105263157895,,,0.015052483165450267,0.01729614964105566,0.03339181286549708,0.056842105263157895
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015311071941770445,0.01369397652733466,0.014995822890559733,0.1726315789473684,0.014895572263993316,0.1726315789473684,0.015311071941770445,0.01369397652733466,0.014995822890559733,0.1726315789473684
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015165866091629005,0.014575772057646343,0.026416040100250626,0.18842105263157893,,,0.015165866091629005,0.014575772057646343,0.026416040100250626,0.18842105263157893
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015259735370028392,0.013534415044305692,0.01316624895572264,0.4421052631578947,0.01316624895572264,0.4421052631578947,0.015259735370028392,0.013534415044305692,0.01316624895572264,0.4421052631578947
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015103361833001514,0.01984373403163071,0.027936507936507936,0.22631578947368422,,,0.015103361833001514,0.01984373403163071,0.027936507936507936,0.22631578947368422
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015204031918833892,0.01835131873777805,0.011712614870509607,0.38052631578947366,0.011712614870509607,0.38052631578947366,0.015204031918833892,0.01835131873777805,0.011712614870509607,0.38052631578947366
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015193315043813166,0.012526207499336032,0.03183792815371763,0.2736842105263158,,,0.015193315043813166,0.012526207499336032,0.03183792815371763,0.2736842105263158
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015286271818609623,0.010805113776140303,0.010977443609022556,0.748421052631579,0.010977443609022556,0.748421052631579,0.015286271818609623,0.010805113776140303,0.010977443609022556,0.748421052631579
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015108622757573915,0.01760882386551955,0.025697577276524646,0.18157894736842106,,,0.015108622757573915,0.01760882386551955,0.025697577276524646,0.18157894736842106
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015250550401371432,0.017711498440834743,0.012681704260651629,0.4594736842105263,0.012681704260651629,0.4594736842105263,0.015250550401371432,0.017711498440834743,0.012681704260651629,0.4594736842105263
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015091888436603145,0.014507933286192065,0.03301587301587302,0.21526315789473685,,,0.015091888436603145,0.014507933286192065,0.03301587301587302,0.21526315789473685
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015390231579741523,0.0016290614574708427,0.03235588972431078,0.533157894736842,0.01974937343358396,0.46578947368421053,0.015390231579741523,0.0016290614574708427,0.03235588972431078,0.533157894736842
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015194254114275996,0.011139091249767554,0.026307435254803675,0.4357894736842105,,,0.015194254114275996,0.011139091249767554,0.026307435254803675,0.4357894736842105
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015298668416549454,0.00747186810997821,0.010442773600668337,0.8889473684210526,0.010300751879699248,0.8889473684210526,0.015298668416549454,0.00747186810997821,0.010442773600668337,0.8889473684210526
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015167158703763091,0.015330530782032989,0.028095238095238097,0.11578947368421053,,,0.015167158703763091,0.015330530782032989,0.028095238095238097,0.11578947368421053
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015304405571554608,0.014524887736603069,0.011035923141186298,0.18052631578947367,0.011035923141186298,0.18052631578947367,0.015304405571554608,0.014524887736603069,0.011035923141186298,0.18052631578947367
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.01512327129987861,0.02064907937130283,0.029256474519632415,0.12842105263157894,,,0.01512327129987861,0.02064907937130283,0.029256474519632415,0.12842105263157894
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015321469179610428,0.010471102679646403,0.014928989139515455,0.4284210526315789,0.014928989139515455,0.4284210526315789,0.015321469179610428,0.010471102679646403,0.014928989139515455,0.4284210526315789
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015116327159052092,0.018783855324726026,0.03359231411862991,0.13526315789473684,,,0.015116327159052092,0.018783855324726026,0.03359231411862991,0.13526315789473684
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015208978347639911,0.016397543290779974,0.013817878028404344,0.5847368421052631,0.013817878028404344,0.5847368421052631,0.015208978347639911,0.016397543290779974,0.013817878028404344,0.5847368421052631
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015096756462993096,0.019942229872569526,0.030167084377610693,0.2336842105263158,,,0.015096756462993096,0.019942229872569526,0.030167084377610693,0.2336842105263158
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.01527645485181422,0.01153872482131851,0.015338345864661655,0.8021052631578948,0.015338345864661655,0.8021052631578948,0.01527645485181422,0.01153872482131851,0.015338345864661655,0.8021052631578948
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015178294032974379,0.012398526305247327,0.029081035923141187,0.37105263157894736,,,0.015178294032974379,0.012398526305247327,0.029081035923141187,0.37105263157894736
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015247876632748014,0.009703541704724502,0.010944026733500417,0.9536842105263158,0.010935672514619884,0.9536842105263158,0.015247876632748014,0.009703541704724502,0.010944026733500417,0.9536842105263158
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015175821716012937,0.012054392922255821,0.030292397660818714,0.10210526315789474,,,0.015175821716012937,0.012054392922255821,0.030292397660818714,0.10210526315789474
