players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest,FNTotalHonest_LL,FNTotalDishonest_LL,UtilityHonest_HL,UtilityDishonest_HL,FNTotalHonest_HL,FNTotalDishonest_HL
64,8,64,1,1,,2000,1.05,100,0.9,,,,,0.014732711384393289,0.014006046886906253,0.09406850459482038,0.1231578947368421,,,0.014732711384393289,0.014006046886906253,0.09406850459482038,0.1231578947368421
64,8,8,1,2,1.0,2000,1.05,100,0.9,400.0,0.9486832980505138,400.0,0.9486832980505138,0.014969230800613336,0.016756998054581477,0.05951545530492899,0.07263157894736842,0.04597326649958229,0.07263157894736842,0.014969230800613336,0.016756998054581477,0.05951545530492899,0.07263157894736842
64,8,64,1,1,,2000,1.05,100,0.9,,,,,0.014619401397612398,0.01724800096823339,0.09810359231411862,0.2131578947368421,,,0.014619401397612398,0.01724800096823339,0.09810359231411862,0.2131578947368421
64,8,8,1,2,1.0,2000,1.05,100,0.9,400.0,0.9486832980505138,400.0,0.9486832980505138,0.014882231613162836,0.019755370574426213,0.042339181286549704,0.1694736842105263,0.04194653299916458,0.1694736842105263,0.014882231613162836,0.019755370574426213,0.042339181286549704,0.1694736842105263
64,8,64,1,1,,2000,1.05,100,0.9,,,,,0.014661356544560586,0.013267158698717961,0.09979949874686717,0.12263157894736842,,,0.014661356544560586,0.013267158698717961,0.09979949874686717,0.12263157894736842
64,8,8,1,2,1.0,2000,1.05,100,0.9,400.0,0.9486832980505138,400.0,0.9486832980505138,0.014910636491356778,0.012330093644650247,0.06744360902255639,0.08947368421052632,0.06532163742690059,0.08947368421052632,0.014910636491356778,0.012330093644650247,0.06744360902255639,0.08947368421052632
64,8,64,1,1,,2000,1.05,100,0.9,,,,,0.014678145975445152,0.015238749892003986,0.10642439431913116,0.15947368421052632,,,0.014678145975445152,0.015238749892003986,0.10642439431913116,0.15947368421052632
64,8,8,1,2,1.0,2000,1.05,100,0.9,400.0,0.9486832980505138,400.0,0.9486832980505138,0.01489377100754361,0.015465488944912821,0.05923141186299081,0.11315789473684211,0.05923141186299081,0.11315789473684211,0.01489377100754361,0.015465488944912821,0.05923141186299081,0.11315789473684211
64,8,64,1,1,,2000,1.05,100,0.9,,,,,0.014559211454398544,0.016824868982119927,0.0999248120300752,0.11157894736842106,,,0.014559211454398544,0.016824868982119927,0.0999248120300752,0.11157894736842106
64,8,8,1,2,1.0,2000,1.05,100,0.9,400.0,0.9486832980505138,400.0,0.9486832980505138,0.014799653750717956,0.018937866574733057,0.05861319966583124,0.04421052631578947,0.05774436090225564,0.04421052631578947,0.014799653750717956,0.018937866574733057,0.05861319966583124,0.04421052631578947
