FNTotalDishonest,FNTotalDishonest_HL,FNTotalHonest,FNTotalHonest_HL,QPQ2HL0,QPQ2HL1,QPQ2TH0,QPQ2TH1,QPQHL,QPQTH,QPQversion,UtilityDishonest,UtilityDishonest_HL,UtilityHonest,UtilityHonest_HL,alpha,betafactor,clusters,numliars,playerperclusters,players,rounds
0.0194,0.00044444444444444447,0.005292063492063492,0.005724867724867725,,,,,500,0.9830359017899089,1,0.0005803235236488346,0.0003466463829176132,0.00026675144756240567,0.0002753692199084124,,1.05,8,1,64,64,5000
0.0,0.0033333333333333335,0.0031206349206349205,0.002708994708994709,2000.0,2000.0,0.9896430423624055,0.9896430423624055,500,0.9830359017899089,2,0.0009677931686906602,0.0003887357023822162,0.00030168940624854485,0.0003190159918929278,1.0,1.05,8,1,8,64,5000
0.0094,0.006222222222222222,0.006504761904761905,0.007019400352733686,,,,,500,0.9830359017899089,1,0.00014059497749031912,0.0002823684810167394,0.00029918658703754434,0.0003004914655757385,,1.05,8,1,64,64,5000
0.0072,0.0,0.0005968253968253968,0.0007724867724867725,2000.0,2000.0,0.9896430423624055,0.9896430423624055,500,0.9830359017899089,2,0.00012224749950181905,0.00026564767456171946,0.00026807528421998543,0.0002684235593220204,1.0,1.05,8,1,8,64,5000
0.0054,0.0026666666666666666,0.004853968253968254,0.00526278659611993,,,,,500,0.9830359017899089,1,0.00016425230850832515,0.0002538412723051258,0.0002728448258013182,0.0002707591220552914,,1.05,8,1,64,64,5000
0.0,0.0,0.0,0.0,2000.0,2000.0,0.9896430423624055,0.9896430423624055,500,0.9830359017899089,2,0.0009925605253716216,0.00025067403761990734,0.00024977737094027114,0.00026329033205205096,1.0,1.05,8,1,8,64,5000
0.0018,0.0,0.005603174603174603,0.005968253968253968,,,,,500,0.9830359017899089,1,0.00018200394941989294,0.0002089333151944765,0.0002824038301549217,0.0002832047290498683,,1.05,8,1,64,64,5000
0.0,0.0,0.00034285714285714285,1.4109347442680776e-05,2000.0,2000.0,0.9896430423624055,0.9896430423624055,500,0.9830359017899089,2,0.00018200394941989294,0.0002356400165521044,0.0002808732171628055,0.00028323975071595085,1.0,1.05,8,1,8,64,5000
0.003,0.0028888888888888888,0.007558730158730159,0.007072310405643739,,,,,500,0.9830359017899089,1,0.00018557478769052582,0.00018356210561608282,0.00031039412302639845,0.0003077665896468041,,1.05,8,1,64,64,5000
0.0,0.0,0.00013015873015873015,0.0,2000.0,2000.0,0.9896430423624055,0.9896430423624055,500,0.9830359017899089,2,0.00018557478769052582,0.00018356210561608282,0.00024727591945534176,0.00024490595764967697,1.0,1.05,8,1,8,64,5000
