players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.004331767159065357,,0.019375,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00433530945341546,,0.001,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.003820376883626926,,0.010875,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003910535364346369,,0.000125,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.0043486556676039225,,0.01175,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004012896808521505,,0.000375,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.003822720177481562,,0.009125,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0038644336597886816,,0.004875,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.004240733896276904,,0.00925,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0040969561913029124,,0.0,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.004235215697574175,,0.014375,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004303083379614063,,0.035625,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.00426856899382555,,0.0175,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004045719942110922,,0.009875,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.0039515475323326785,,0.008,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004167474306653494,,0.0005,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.003808102422094554,,0.006,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003589365858732407,,0.0,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.0041772144019033884,,0.014875,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003997782500741456,,0.00025,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.0042871346624497346,,0.01425,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003787180724917818,,0.000125,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.0034841625166342673,,0.008125,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003822479300121935,,0.00075,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.004307908958867932,,0.006875,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00424859920318103,,0.000125,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.004277806598532937,,0.018625,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003897750714123269,,0.001,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.004233599038981787,,0.017375,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004076676390461026,,0.002375,
16,8,16,0,1,,500,1.25,100,0.97,,,,,0.003844255471894523,,0.006625,
16,8,16,0,2,1.0,500,1.25,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0038588990941756337,,0.0005,
