players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.0002730448509484112,,0.0061875,
64,8,16,0,2,1.0,500,1.1,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.00022980621178529908,,0.0045625,
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.00031441413628151006,,0.01325,
64,8,16,0,2,1.0,500,1.1,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.0002561069820973281,,0.00184375,
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.0003295547987061068,,0.01271875,
64,8,16,0,2,1.0,500,1.1,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.0003237510005231189,,0.00134375,
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.0004315933748267053,,0.01596875,
64,8,16,0,2,1.0,500,1.1,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.0002714545622845482,,3.125e-05,
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.00041009919690795335,,0.01303125,
64,8,16,0,2,1.0,500,1.1,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.000267301025714654,,0.00371875,
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.00038284952282842275,,0.01228125,
64,8,16,0,2,1.0,500,1.1,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.0002991502265299734,,0.00884375,
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.00036082035022712213,,0.0150625,
64,8,16,0,2,1.0,500,1.1,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.00027197454993702183,,0.00365625,
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.0002977413636637322,,0.00571875,
64,8,16,0,2,1.0,500,1.1,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.0002509688098333438,,0.00021875,
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.00038226407270425993,,0.01153125,
64,8,16,0,2,1.0,500,1.1,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.000254264321364223,,0.00015625,
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.0004361707674327997,,0.0114375,
64,8,16,0,2,1.0,500,1.1,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.000273418070923741,,0.0,
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.0002932931599233717,,0.01240625,
64,8,16,0,2,1.0,500,1.1,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.00031715807172678456,,0.00246875,
64,8,64,0,1,,500,1.1,100,0.97,,,,,0.0003666247249511143,,0.01015625,
