players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004881239622437166,,0.0295,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0038511993242111857,,0.0,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003713235909539425,,0.014625,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00386439781064069,,0.002875,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003856103324243799,,0.00975,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003852853098335298,,0.00425,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0037731987168384633,,0.0095,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0049129999317009,,0.052875,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0041212995654470045,,0.010125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004077482785226309,,0.00025,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004152087676291506,,0.004,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004543478813892024,,0.024875,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.00391355806346846,,0.00725,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0038983071686975105,,0.00125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003999955141900674,,0.0215,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0053663534967217244,,0.045875,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0033568563791182724,,0.010125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00378647474453835,,0.0025,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0038307104630370676,,0.00775,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004148919784707292,,0.009375,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0039533885007994405,,0.006125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004257291431763871,,0.000125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004305997641716612,,0.0135,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0038671122378908067,,0.0,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.00405655109950167,,0.0155,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0038532042143520425,,0.002875,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0043269203326898155,,0.019,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00475635557337513,,0.035875,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004044733306551199,,0.014875,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0052243010902055945,,0.0515,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004053102481901843,,0.011125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004211590651040955,,0.0,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.00377896003419184,,0.009125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003636396115027164,,0.00175,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0039299808384768145,,0.0115,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0036731506402341053,,0.00025,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004182650340799246,,0.008375,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.005370978864093519,,0.05025,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.00398955879702528,,0.009125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0037110217309236086,,0.0,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0044012676574865265,,0.02,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0037490266221474277,,0.0,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0037731208454396528,,0.011125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003607561367590213,,0.0,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0038339011673882125,,0.005125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.005188952976122055,,0.05675,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0043371773864503485,,0.021125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004074424198483918,,0.0,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0039087074405184654,,0.0085,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003739972227502088,,0.005,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004415656239272793,,0.020375,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004603456412987411,,0.00075,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004127761920082866,,0.004125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003987925208816835,,0.000375,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003900712543779576,,0.004375,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0037799083730192013,,0.0,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004266722629022338,,0.01075,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0054137345073182585,,0.057,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.00354353856793957,,0.012625,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0037811668371059773,,0.00175,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004003622707460547,,0.009375,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003970306638779825,,0.001875,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003875714648237034,,0.009625,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004272902375103961,,0.028125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0038155481658105144,,0.01475,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0035588422533719306,,0.002625,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003777692048830816,,0.015125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003698320229232576,,0.002375,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0037106763863587384,,0.0065,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003620697890088471,,0.0,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004334127734923667,,0.011375,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004049130805359909,,0.001125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003709041145075429,,0.010125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003518337404051574,,0.000125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004023192750839599,,0.007,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004311730386701785,,0.000375,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003378593403188734,,0.012,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0034556138141295972,,0.0005,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0036184883008946182,,0.00975,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003713875142878297,,0.000125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.00410925980961083,,0.003125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00412025896106662,,0.000875,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0038432478803588927,,0.011,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00407367853621534,,0.005,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004066215440589223,,0.016375,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0037681757997081373,,0.000375,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0036710921032591807,,0.003875,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0035376922502075208,,0.00025,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003905155317808096,,0.007875,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003613658960989485,,0.0005,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003919175779247149,,0.00525,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004342809109858835,,0.001375,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004070052291353015,,0.014625,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004042973130397361,,0.024375,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004230070665244724,,0.0165,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0061110405030600015,,0.05375,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0039216774491716185,,0.018125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0035473591287081864,,0.000125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004007816064403661,,0.00925,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003794113617382626,,0.000125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0034205757730752778,,0.0025,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0034750659799347838,,0.002,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004065476790129683,,0.014875,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004953706637220525,,0.05475,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0042089425251379846,,0.029875,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0045331010057348044,,0.00075,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004022098633246774,,0.014,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004001566378103483,,0.000125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003916704072633344,,0.006,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003633771260271198,,0.000125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0038926856779509323,,0.013625,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0038278137720667267,,0.000125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0037171994163183557,,0.011375,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0037547782675954196,,0.001875,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003679160783636144,,0.006125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0039241777301313695,,0.000125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0040010479338223725,,0.008625,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.006552627466395856,,0.095875,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.00439201646525519,,0.01325,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004089263728171207,,0.001625,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004017114282185447,,0.00825,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0036821146621198787,,0.003625,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004120026717019519,,0.01475,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004223344345684598,,0.0,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0043689501659372205,,0.008375,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004821452791522934,,0.027,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004323400022662874,,0.0175,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004311055652312648,,0.000625,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004017784180210478,,0.01275,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003928028576471273,,0.001,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0041531889959002775,,0.011125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003968973488375002,,0.00875,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004481393738612428,,0.015625,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0043635896592248225,,0.005,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.004123828258387168,,0.017,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003843518976475103,,0.002625,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0038714645435889957,,0.006125,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0038164058317383827,,0.003625,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003984640230461916,,0.016,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.005356510508187926,,0.04525,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003912028067788025,,0.011625,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003963422627208858,,0.00225,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0035271906272082336,,0.005375,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0035603297644614972,,0.00125,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0036899252784937833,,0.0035,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0053516461255764215,,0.10175,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0038167401990217343,,0.00925,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0039567400880778205,,0.00025,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.00415918919011634,,0.015,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004500365890338641,,0.00075,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0041315622890028365,,0.008875,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00377966106364096,,0.000375,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.003961122190036494,,0.006375,
16,8,16,0,2,1.0,500,1.5,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0037773457702594626,,0.0,
16,8,16,0,1,,500,1.5,100,0.97,,,,,0.0042179816047841715,,0.012625,
