players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011641613539058247,,0.0123125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.00111397745692971,,0.018625,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001141965416765613,,0.0121875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010233518666026033,,0.000375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012049595701071828,,0.0088125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010353538823121094,,0.00075,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.000999846921802832,,0.010125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009561125764696651,,0.0,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001092536612143532,,0.0159375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009599183901087582,,6.25e-05,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012259480596474913,,0.014375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001098157864601741,,0.00175,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011197731309959696,,0.0113125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010223587628503021,,0.0006875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011949815258160124,,0.0084375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010177675896273252,,6.25e-05,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009614858895532174,,0.0093125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011251539219197992,,0.0013125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011601064731294874,,0.0096875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011023998188226262,,0.007375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009879610751194813,,0.010375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001002963264102721,,0.000625,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009639424044263932,,0.008625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011951728036466332,,0.0005,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010804817540775924,,0.012375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009755516054620881,,0.0,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009541497223726651,,0.00625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009267131250587979,,0.0008125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012452529130986178,,0.0165,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010400549681617354,,0.00125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012407161954847406,,0.0118125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010893195050116437,,0.00025,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011104777606493824,,0.015,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009984463157736308,,0.00775,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001218086724277919,,0.0113125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001063633215598454,,0.0,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0013182401545831373,,0.0201875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011305599218055275,,0.0005,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010632691350490153,,0.0124375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001117620501951383,,0.0041875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009237840148513197,,0.0076875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009470531486068951,,0.0085625,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001141298546461011,,0.013125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009878522257554527,,0.00075,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012117319279336108,,0.0106875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010507765416853977,,0.002125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010397466516542445,,0.01175,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010648071244337605,,0.0043125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011086558055193128,,0.0069375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009177865696346724,,0.0,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010567642928675954,,0.0178125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010199099647589826,,0.001,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001515951082635028,,0.0135625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0013539222400054513,,0.0004375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010996828988484237,,0.0086875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011124985116143142,,0.0231875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011543884045828938,,0.01325,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010298091780505526,,0.0064375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011045969618184526,,0.0166875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010993209478433804,,0.0166875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011422574686372972,,0.0093125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011038794944317688,,0.002375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010552232617920456,,0.0084375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009605721655445745,,0.000125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011636513604396015,,0.009875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001099853177151912,,0.0,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010915137923780097,,0.0128125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011781087687411675,,0.019125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011475033356019466,,0.0111875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010661508259640303,,0.0001875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009704947686850207,,0.006,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009411280195243892,,0.002125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012203436841285175,,0.013375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.00166756053680393,,0.0228125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009153855487437428,,0.008,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010749606817741242,,0.0024375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011725316293875725,,0.01,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009884979913845058,,0.0018125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012195136272584704,,0.009,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011149879824250552,,0.0010625,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001237058911943811,,0.0169375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009977755301757794,,0.000125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010770234348508297,,0.0183125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001059096670839219,,0.0168125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010708465307727847,,0.01275,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009565876726220067,,0.0,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009858129511798913,,0.006625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0008834708457193761,,0.000625,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011796156550040473,,0.009,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.00165601518209748,,0.0169375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.000985164701237169,,0.0034375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009731046000386627,,0.0001875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010919378114533633,,0.0118125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001324823497698268,,0.018125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001098928938684538,,0.010375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010824485967571892,,0.00225,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012138971697582125,,0.0119375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010605175665321317,,0.0,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011176857426124403,,0.0063125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0012877709984526061,,0.0238125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010900850578778002,,0.0135,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011595358502832778,,0.0001875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012698503951401588,,0.0180625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010765428600966037,,6.25e-05,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010858934025493035,,0.0173125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010551970115135032,,0.01625,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011786169739422228,,0.0146875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001397222381495217,,0.0199375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010350418220871948,,0.006,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010710901863468466,,0.000875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0013199100717737114,,0.0140625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011081837019238751,,0.000625,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.00107876392571937,,0.0139375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009505226045872534,,6.25e-05,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011281872672216997,,0.0073125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0008979832054897166,,0.0001875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011028259770508688,,0.0099375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.000943536592905486,,0.000375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010668369675421742,,0.0075625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011092440377037955,,0.00025,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001098171499837638,,0.01475,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009541312589876623,,0.00075,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010917332779718535,,0.0086875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010557598978835083,,0.00925,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011501100978711812,,0.010375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010666135189291467,,0.0111875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011216740652495857,,0.017,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010297505318634017,,0.00225,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011121643063996215,,0.0104375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010963179419016715,,0.000125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011078551038436431,,0.0145625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009242666676477731,,0.002375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011267802220566306,,0.0168125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011716997044944786,,0.0020625,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011266196829080193,,0.0144375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009983038524528102,,0.001,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012360949074962063,,0.0080625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001038245640845542,,0.0019375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011406467081574619,,0.01225,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009363131348930709,,0.0005,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009239845340466432,,0.0080625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0008936313768537458,,6.25e-05,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001022527157112294,,0.0069375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011862910709161433,,0.000125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012093602469195734,,0.0103125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010293649288794157,,0.00025,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001146381595538583,,0.005,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001107373127945564,,6.25e-05,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010287598956492312,,0.0058125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010642787918409473,,0.00425,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011328134222420723,,0.0088125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009417818675424976,,0.0004375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0012181132493421973,,0.0133125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010579734994419633,,0.0050625,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010785129130766985,,0.0055,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001218887352189255,,0.0158125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011200304093098125,,0.008625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010446498809569807,,0.000375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0010777524220518804,,0.005,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010866839113065094,,0.0159375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011392263524718988,,0.0136875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0012504344743374453,,0.018875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011089946518647595,,0.012375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009270898610752662,,6.25e-05,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011136019190140377,,0.0143125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0008966125914602059,,6.25e-05,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001202397393625411,,0.0085625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.00116083964544521,,0.008125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009478040921173692,,0.008875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0008687532397174919,,6.25e-05,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011818692395312493,,0.011875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011083984633543334,,0.0009375,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009772512836587696,,0.0056875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009738201349257093,,0.0,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0013004424846289465,,0.01625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001183641566411633,,0.0003125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009758874798007209,,0.007625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009727945945700169,,0.0023125,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0013810961549072117,,0.023375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009790609329716493,,0.00275,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0009903441422364253,,0.006625,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009860412629107435,,0.001,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0013128354105682348,,0.0159375,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010833401516545625,,0.0,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.0011406317952327902,,0.0128125,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011129426850565362,,0.0195625,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001115313694616918,,0.0096875,
32,8,16,0,2,1.0,500,1.25,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001125557179296121,,0.0066875,
32,8,32,0,1,,500,1.25,100,0.97,,,,,0.001013814997122488,,0.011,
