players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001188717324925658,,0.0085,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001092300391466832,,0.0173125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011400296310682086,,0.0103125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011269146830207937,,0.0065,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001068300217001418,,0.010125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010067267336464733,,0.0024375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010596281725645253,,0.00775,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010595255185301144,,0.005625,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001056395072907217,,0.013625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010616813355408983,,0.0155,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0012662220871789928,,0.0180625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010982481692185413,,0.000125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010751162450033732,,0.0134375,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009790685752823478,,0.0,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010791187895030706,,0.0128125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009345932252628299,,0.000125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001120172768692282,,0.008625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009942256030997505,,0.00025,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010426033084546314,,0.0055,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010980723755016077,,0.0110625,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001116549215106569,,0.0126875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010019853467523846,,0.0001875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011440943799544635,,0.0165625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010621815445964295,,0.0008125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0009403070202720425,,0.0113125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009309896747615074,,0.0,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011204662947777596,,0.01225,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010262615658005632,,0.0,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001264051759915075,,0.01675,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001066632382375109,,0.000375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010404131846437578,,0.0125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0016839478477353937,,6.25e-05,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010912853385935258,,0.009,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010544132269998307,,6.25e-05,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010257385309443022,,0.01075,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009581404248455204,,0.0,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011029942068615788,,0.0125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001214952797698191,,0.016875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011652505706303015,,0.014875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010841501561142549,,0.0068125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001113723620941443,,0.0115625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009965375824219362,,0.000375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010308967129458613,,0.0154375,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0013463447981390902,,6.25e-05,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011115295426044342,,0.0101875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009676050166662003,,6.25e-05,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010665767280197964,,0.008,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010919189127238961,,0.00275,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011826946063713448,,0.0103125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0012526803302853316,,0.02325,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010462190780317756,,0.01275,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009812111909265379,,0.0,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001162055187224508,,0.0109375,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010492547786946328,,0.0,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0012104225700121437,,0.011,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010531431508860262,,0.0008125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0009356608044962785,,0.0081875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001194981405094587,,0.015125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010851193236224087,,0.0076875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001067889783485776,,0.000625,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011680856028460124,,0.0091875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011499043965693492,,0.0054375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011337733663722256,,0.018625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009920625287327717,,0.0043125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010738569010893075,,0.009375,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.000977924085223486,,0.0009375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011466063909215639,,0.0145,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010312960984368643,,0.0,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0013305766011247845,,0.0145625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011693553362702067,,6.25e-05,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010382843778154363,,0.0120625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009879670864773136,,0.0041875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0009273343988424345,,0.0071875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001035081839408655,,0.0168125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0009639969071655097,,0.00825,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009899501356813395,,0.001125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001215146034689078,,0.0095625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011328343653852356,,0.0264375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011466538770039064,,0.010125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009550679522176044,,6.25e-05,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0009448989771660002,,0.0048125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009408537344946796,,0.0,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010807738850994375,,0.0064375,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011073412510072855,,0.0005,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001137367372052391,,0.0075625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010629359549847624,,0.009875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011674237229717726,,0.0145625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009907465854997093,,0.0060625,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0009454937517489785,,0.0064375,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009672614659890596,,0.000375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010318421891817766,,0.0096875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011123257788665795,,6.25e-05,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010462311754637055,,0.010625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0012030073486534283,,0.0005,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0009801495130923338,,0.00875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0012848194544394969,,0.000375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001064176414114091,,0.0110625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009094524281664221,,6.25e-05,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011643845129527693,,0.009125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010946230105722203,,0.0108125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001209096530345995,,0.0188125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010417213026614087,,0.001,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010916273284131259,,0.007375,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010296648337197586,,0.0019375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011451744140436966,,0.0144375,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011378625182333734,,0.0018125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0013485544242142255,,0.01775,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010460645035285819,,0.001,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011147913251147647,,0.0125625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011899362536305577,,0.0013125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010704770590307699,,0.0116875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009704329971664625,,0.0008125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011902938600094725,,0.01775,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0008999290700844333,,0.0020625,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011322935140076079,,0.0088125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010066850942165946,,0.0011875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010953391649292773,,0.012,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010320957968263985,,0.0014375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0012685251382021977,,0.0088125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.00097713592332137,,0.0024375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001213459751683887,,0.0076875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011012098306723579,,0.0005,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001032724620138116,,0.01125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0012448978855161138,,0.004125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0012269144932539762,,0.01725,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010680386618465891,,0.0021875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011667048415812307,,0.0178125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0012910055121702869,,0.0248125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011184652653513161,,0.0135625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009760474219438897,,0.000125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001144216435307132,,0.0100625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010103999605606574,,0.009625,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011561308405034759,,0.0090625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010850020897632793,,0.0,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0012208567314072,,0.00825,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0012466279407868618,,0.0043125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0012000935313248853,,0.0125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010517607956633936,,0.0,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001270442708744127,,0.014875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011991742537016802,,0.0016875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0012754714652845427,,0.014375,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0013985125352749899,,0.02225,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0009998209611275556,,0.0070625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010453661085232406,,0.0005625,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001204031373524428,,0.0163125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001212006418080907,,0.002,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011786774694682789,,0.013,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001201246362743458,,0.0003125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001145418246624995,,0.0103125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001002644530429515,,0.0009375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001039833744219739,,0.00725,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010733602860243181,,0.0001875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001161532826128714,,0.0125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011646841375573414,,0.0018125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.00109206079765443,,0.0104375,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001070122792101945,,0.000375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001116199984560042,,0.0138125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009579541304559014,,0.00025,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011631451997318723,,0.0095,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010863530200477312,,0.0003125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010133075580953741,,0.016625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0012649125629637253,,0.017875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0009510786868837732,,0.0123125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009114776758787828,,0.000125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011985670682651919,,0.01275,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010226123454141443,,0.0046875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011287189834823894,,0.0091875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009881133445123966,,0.0011875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0009619328300815105,,0.0058125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010157618476905684,,0.0071875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011127607726106427,,0.01425,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011432015375018535,,0.0173125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001085848634872015,,0.0091875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010958300950382443,,0.0005,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011476042838818622,,0.0116875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001439432151996476,,0.009875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010164495680574216,,0.0130625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0009813775388710672,,0.000625,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001159843665918161,,0.008125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010397183424103646,,0.002875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011186061411451967,,0.010375,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011706242847301241,,0.0,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011438939603167525,,0.00825,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010576321558852133,,0.0004375,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.00112710557150991,,0.0115625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011606827717422067,,6.25e-05,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0010433175996032158,,0.0110625,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0011552151635631368,,0.000125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0011773810446415478,,0.0076875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0012333596061046086,,6.25e-05,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001074841072218213,,0.0196875,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.001100395632485944,,0.004125,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.001267478435933492,,0.0178125,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.0010613852721437745,,0.0021875,
32,8,32,0,1,,500,1.1,100,0.97,,,,,0.0009971141366746377,,0.0085,
32,8,16,0,2,1.0,500,1.1,100,0.97,266.0,0.9792868137050521,266.0,0.9792868137050521,0.000985351202106035,,0.0008125,
