players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest
64,8,64,0,1,,500,1.5,100,0.97,,,,,0.0003621456030849434,,0.0124375,
64,8,16,0,2,1.0,500,1.5,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.0002395540029916796,,0.000125,
64,8,64,0,1,,500,1.5,100,0.97,,,,,0.00031518924240830296,,0.01284375,
64,8,16,0,2,1.0,500,1.5,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.0002463451371625279,,0.00025,
64,8,64,0,1,,500,1.5,100,0.97,,,,,0.00032740687867134123,,0.008625,
64,8,16,0,2,1.0,500,1.5,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.0002372550702352175,,0.0,
64,8,64,0,1,,500,1.5,100,0.97,,,,,0.00026475276991512275,,0.008625,
64,8,16,0,2,1.0,500,1.5,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.00026448976110504766,,0.00103125,
64,8,64,0,1,,500,1.5,100,0.97,,,,,0.00031199102620389676,,0.014375,
64,8,16,0,2,1.0,500,1.5,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.00024219492392766074,,0.0014375,
64,8,64,0,1,,500,1.5,100,0.97,,,,,0.0003627294035008016,,0.012125,
64,8,16,0,2,1.0,500,1.5,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.0002876427340149391,,0.0,
64,8,64,0,1,,500,1.5,100,0.97,,,,,0.00041999345515657277,,0.0155,
64,8,16,0,2,1.0,500,1.5,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.00023707399996372502,,0.0,
64,8,64,0,1,,500,1.5,100,0.97,,,,,0.00030906837141072294,,0.01003125,
64,8,16,0,2,1.0,500,1.5,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.0003648813035686395,,0.008125,
64,8,64,0,1,,500,1.5,100,0.97,,,,,0.0003165049936376756,,0.01240625,
64,8,16,0,2,1.0,500,1.5,100,0.97,400.0,0.981636715130498,400.0,0.981636715130498,0.00025474133648944477,,9.375e-05,
64,8,64,0,1,,500,1.5,100,0.97,,,,,0.0003050348257934418,,0.00871875,
