players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003978135321024801,,0.013125,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0036832845057960394,,0.000125,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004219148149325421,,0.021,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004294819285724298,,0.00025,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004495895672679749,,0.01375,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0041057013732293595,,0.008375,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0035659258148235265,,0.008875,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003733949537774351,,0.0015,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0037079487277292314,,0.007875,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0050988274701944,,0.061,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003987180985573734,,0.004875,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003792981992734184,,0.000125,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0039401908091695,,0.012125,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004371988004259491,,0.020625,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.00398321451669731,,0.00825,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0035448823415390345,,0.00025,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0038282294706141994,,0.013125,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0034586455708990674,,0.008875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004420175609410905,,0.020375,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003891845417768342,,0.000375,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0036200538290594563,,0.007,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0044745618233730505,,0.0465,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0038503229033375465,,0.012375,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0035411040234908575,,0.000375,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003822927401903389,,0.0155,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004721542996805989,,0.0495,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003635683781646753,,0.0065,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003762135846867525,,0.00225,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0039548284423492905,,0.01,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004026419566942829,,0.000125,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.00395081038022051,,0.008125,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0038532362985018746,,0.001875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003951999021760291,,0.0145,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004379346562185328,,0.002875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.00361716193788568,,0.012,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003510534227482979,,0.00225,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003802859235379743,,0.00425,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004261211076926604,,0.00275,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004010860186938115,,0.0155,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0038070252376935063,,0.0,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0038486683046766645,,0.00575,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004101363852370462,,0.004875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003748412974593674,,0.002625,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00426119913674392,,0.01275,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004156721022739431,,0.0105,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004343007129641123,,0.005125,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003798062146950521,,0.0065,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003914302819717667,,0.00025,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004211078544467524,,0.01025,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004489866121718966,,0.002625,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004017907639915357,,0.01475,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0036778170361553347,,0.001875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003978464349685983,,0.0135,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00501690375764717,,0.047875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003508967162984737,,0.00575,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003988434884536285,,0.008125,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003812656667936928,,0.00475,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004884278098228686,,0.052875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.00413923700503084,,0.010625,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004174872365335866,,0.001,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003630953450953629,,0.00975,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003787085438073494,,0.001125,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004348304291376031,,0.028375,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004811167724805075,,0.0505,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004500912003542474,,0.0255,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004123053436564245,,0.002125,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.00405492606994911,,0.01125,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00487039988803169,,0.02875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0036196413720393015,,0.009625,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00368190336095538,,0.008875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0036692353328201597,,0.005375,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003793850722484906,,0.001,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004075951882032165,,0.023,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.005087508917848998,,0.050625,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0037992009036624096,,0.01325,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003945759785765193,,0.001875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003575705741280449,,0.00575,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.00358772452441109,,0.0,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0044663979242599945,,0.033375,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004521142183109053,,0.006875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003892936479025197,,0.004375,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0044161464974630995,,0.00925,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004418498493768,,0.01425,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004085440910171735,,0.003625,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003912790790093594,,0.008125,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003983275801400995,,0.000125,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003772975756246753,,0.01275,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0038846226304953616,,0.001,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0042019852547990994,,0.0185,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003948807654140461,,0.0,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0038203044123594375,,0.00675,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004013829123547487,,0.000125,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003973092548668154,,0.010625,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004156733351332514,,0.01475,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0042608391964301705,,0.01775,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004118127238118931,,0.001625,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004040330360151209,,0.013,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004166007175423073,,0.002125,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004003984667855576,,0.010875,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.0037975175416548957,,0.001875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004014975516894912,,0.006875,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.005123806565855452,,0.04375,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003931774016012903,,0.007,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004691509473344211,,0.054875,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.003937992937643502,,0.00325,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.004152114090187883,,0.006375,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.0036881015652015054,,0.016625,
16,8,16,0,2,1.0,500,1.1,100,0.97,160.0,0.9754770064355601,160.0,0.9754770064355601,0.003568926416000307,,0.000625,
16,8,16,0,1,,500,1.1,100,0.97,,,,,0.004005770307225109,,0.014375,
