FNTotalDishonest,FNTotalDishonest_HL,FNTotalHonest,FNTotalHonest_HL,QPQ2HL0,QPQ2HL1,QPQ2TH0,QPQ2TH1,QPQHL,QPQTH,QPQversion,UtilityDishonest,UtilityDishonest_HL,UtilityHonest,UtilityHonest_HL,alpha,betafactor,clusters,numliars,playerperclusters,players,rounds
0.047,0.014444444444444444,0.015366666666666667,0.01837037037037037,,,,,100,0.97,1,0.000889897228919423,0.0004569970964775327,0.00037202202260155616,0.00041916293447123585,,1.2,8,4,64,64,1000
0.03775,0.0,0.009583333333333333,0.013444444444444445,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0007404147553045912,0.00029086533160908824,0.0003723645914935145,0.0004021591890307444,1.0,1.2,8,4,8,64,1000
0.0485,0.01861111111111111,0.0142,0.017277777777777777,,,,,100,0.97,1,0.0008111129170659105,0.0003469073764590526,0.00039696686730845315,0.00044983861021428214,,1.2,8,4,64,64,1000
0.0015,0.0,0.0005833333333333334,0.0005925925925925926,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0009256116314375696,0.0004562188203853078,0.0002901555760428845,0.0003326498256097689,1.0,1.2,8,4,8,64,1000
0.083,0.017777777777777778,0.013133333333333334,0.0185,,,,,100,0.97,1,0.0011521458153167974,0.00046835138689579187,0.0003520071276418702,0.0004199560486313901,,1.2,8,4,64,64,1000
0.0185,0.0,0.021683333333333332,0.024777777777777777,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.002077323748074632,0.0004403256862440619,0.00036332938715507885,0.0005016881862207323,1.0,1.2,8,4,8,64,1000
0.0475,0.025555555555555557,0.012883333333333333,0.015055555555555556,,,,,100,0.97,1,0.0002349220571081671,0.000257320103930207,0.00032486098517254825,0.00032490777320420296,,1.2,8,4,64,64,1000
0.0,0.0,0.0003,0.0,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0006615133615049231,0.00021536247601872197,0.00026645282764920885,0.00030395042710108685,1.0,1.2,8,4,8,64,1000
0.06175,0.03944444444444444,0.013983333333333334,0.01612962962962963,,,,,100,0.97,1,0.0007347970979967263,0.0007148086230799897,0.00040904297915750484,0.00040931256415980714,,1.2,8,4,64,64,1000
0.0005,0.0,0.00015,7.407407407407407e-05,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0014421701245265614,0.0007263373070117562,0.0003169194741944986,0.0003690547636792937,1.0,1.2,8,4,8,64,1000
0.048,0.015555555555555555,0.009916666666666667,0.01275925925925926,,,,,100,0.97,1,0.0007528348811765775,0.00023178555365260676,0.0003427609278389227,0.000371746818214627,,1.2,8,4,64,64,1000
