players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest,FNTotalHonest_LL,FNTotalDishonest_LL,UtilityHonest_HL,UtilityDishonest_HL,FNTotalHonest_HL,FNTotalDishonest_HL
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.01518403131161444,0.011444702774130852,0.03152046783625731,0.35789473684210527,,,0.01518403131161444,0.011444702774130852,0.03152046783625731,0.35789473684210527
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015332054888367891,0.006448190998789745,0.01504594820384294,0.8689473684210526,0.014252297410192146,0.8689473684210526,0.015332054888367891,0.006448190998789745,0.01504594820384294,0.8689473684210526
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015072780197034041,0.018919323673505652,0.03257309941520468,0.2326315789473684,,,0.015072780197034041,0.018919323673505652,0.03257309941520468,0.2326315789473684
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015438505028814935,0.003306614520683349,0.0231328320802005,0.7126315789473684,0.011328320802005012,0.6705263157894736,0.015438505028814935,0.003306614520683349,0.0231328320802005,0.7126315789473684
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015031871829732967,0.018908235504423793,0.031478696741854634,0.08263157894736842,,,0.015031871829732967,0.018908235504423793,0.031478696741854634,0.08263157894736842
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015276787723799822,0.01564360122449445,0.01,0.3452631578947368,0.00990810359231412,0.3452631578947368,0.015276787723799822,0.01564360122449445,0.01,0.3452631578947368
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015203178682289008,0.015296312622241424,0.02824561403508772,0.1726315789473684,,,0.015203178682289008,0.015296312622241424,0.02824561403508772,0.1726315789473684
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.01535122825838112,0.008268331247310516,0.01076858813700919,0.6973684210526315,0.01076858813700919,0.6973684210526315,0.01535122825838112,0.008268331247310516,0.01076858813700919,0.6973684210526315
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015155656420261846,0.01644383325047005,0.03202172096908939,0.2710526315789474,,,0.015155656420261846,0.01644383325047005,0.03202172096908939,0.2710526315789474
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015185769799830716,0.015155800735742471,0.022514619883040935,0.4242105263157895,0.022514619883040935,0.4242105263157895,0.015185769799830716,0.015155800735742471,0.022514619883040935,0.4242105263157895
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015143894884033096,0.015980157340499363,0.029406850459482037,0.27421052631578946,,,0.015143894884033096,0.015980157340499363,0.029406850459482037,0.27421052631578946
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015380578471043528,0.00767672246031406,0.013208020050125313,0.6673684210526316,0.013208020050125313,0.6673684210526316,0.015380578471043528,0.00767672246031406,0.013208020050125313,0.6673684210526316
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015096500346941153,0.016266897921947104,0.03229741019214703,0.2931578947368421,,,0.015096500346941153,0.016266897921947104,0.03229741019214703,0.2931578947368421
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015244738920595836,0.009474034502359256,0.018345864661654134,0.69,0.018345864661654134,0.69,0.015244738920595836,0.009474034502359256,0.018345864661654134,0.69
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015018789585036618,0.019169954006665768,0.03462823725981621,0.1994736842105263,,,0.015018789585036618,0.019169954006665768,0.03462823725981621,0.1994736842105263
64,8,8,1,2,1.0,2000,1.2,100,0.97,400.0,0.9848857801796105,400.0,0.9848857801796105,0.015205144517175168,0.015542258594463027,0.01722639933166249,0.6031578947368421,0.017126148705096073,0.6031578947368421,0.015205144517175168,0.015542258594463027,0.01722639933166249,0.6031578947368421
64,8,64,1,1,,2000,1.2,100,0.97,,,,,0.015165604365059634,0.012181802555032083,0.02681704260651629,0.2431578947368421,,,0.015165604365059634,0.012181802555032083,0.02681704260651629,0.2431578947368421
