players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest,FNTotalHonest_LL,FNTotalDishonest_LL,UtilityHonest_HL,UtilityDishonest_HL,FNTotalHonest_HL,FNTotalDishonest_HL
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.003840012687630691,0.0026232717253167033,0.03011764705882353,0.20157894736842105,,,0.003840012687630691,0.0026232717253167033,0.03011764705882353,0.20157894736842105
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.0038643467815032877,0.003149310477321978,0.01653044375644995,0.2963157894736842,0.016307533539731682,0.2963157894736842,0.0038643467815032877,0.003149310477321978,0.01653044375644995,0.2963157894736842
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.0038448378154983,0.002098115291491934,0.028873065015479878,0.23894736842105263,,,0.0038448378154983,0.002098115291491934,0.028873065015479878,0.23894736842105263
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.003867855450579643,0.00241846338763529,0.017537667698658412,0.41578947368421054,0.014328173374613003,0.41578947368421054,0.003867855450579643,0.00241846338763529,0.017537667698658412,0.41578947368421054
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.0038319065762631352,0.0037636884360970086,0.029869969040247676,0.21736842105263157,,,0.0038319065762631352,0.0037636884360970086,0.029869969040247676,0.21736842105263157
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.0038446310761865903,0.004659529676915267,0.022402476780185757,0.3678947368421053,0.01563673890608875,0.3678947368421053,0.0038446310761865903,0.004659529676915267,0.022402476780185757,0.3678947368421053
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.0038475313647366198,0.003709107469477168,0.030736842105263156,0.24894736842105264,,,0.0038475313647366198,0.003709107469477168,0.030736842105263156,0.24894736842105264
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.0038667299354611007,0.0016784516364074641,0.019455108359133128,0.4326315789473684,0.0172796697626419,0.4326315789473684,0.0038667299354611007,0.0016784516364074641,0.019455108359133128,0.4326315789473684
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.0038213712498886064,0.003993506404512533,0.03045614035087719,0.25263157894736843,,,0.0038213712498886064,0.003993506404512533,0.03045614035087719,0.25263157894736843
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.0038478907273014084,0.0026008228946497796,0.01739731682146543,0.33789473684210525,0.015525283797729618,0.33789473684210525,0.0038478907273014084,0.0026008228946497796,0.01739731682146543,0.33789473684210525
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.0038214321775072485,0.003737430511977482,0.03333952528379773,0.1694736842105263,,,0.0038214321775072485,0.003737430511977482,0.03333952528379773,0.1694736842105263
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.0038401912375174104,0.004403732368675396,0.02497626418988648,0.23421052631578948,0.015799793601651187,0.23421052631578948,0.0038401912375174104,0.004403732368675396,0.02497626418988648,0.23421052631578948
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.0038363145171145933,0.004652261863588297,0.031207430340557275,0.1731578947368421,,,0.0038363145171145933,0.004652261863588297,0.031207430340557275,0.1731578947368421
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.003857879897572336,0.002575578866351357,0.03165118679050567,0.27157894736842103,0.015184726522187823,0.27157894736842103,0.003857879897572336,0.002575578866351357,0.03165118679050567,0.27157894736842103
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.00383002346678577,0.004124863827064047,0.029795665634674923,0.16210526315789472,,,0.00383002346678577,0.004124863827064047,0.029795665634674923,0.16210526315789472
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.0038423017245330835,0.004632980559934455,0.020590299277605778,0.17,0.01498452012383901,0.17,0.0038423017245330835,0.004632980559934455,0.020590299277605778,0.17
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.0038244498722606007,0.006038329041522561,0.031034055727554178,0.07894736842105263,,,0.0038244498722606007,0.006038329041522561,0.031034055727554178,0.07894736842105263
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.003841424447351873,0.005767970799376768,0.02190299277605779,0.08526315789473685,0.016524251805985553,0.08526315789473685,0.003841424447351873,0.005767970799376768,0.02190299277605779,0.08526315789473685
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.003840148021822815,0.002927843326282048,0.029007223942208463,0.12947368421052632,,,0.003840148021822815,0.002927843326282048,0.029007223942208463,0.12947368421052632
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.0038584833237543387,0.001964987529229742,0.02802889576883385,0.19421052631578947,0.013213622291021672,0.19421052631578947,0.0038584833237543387,0.001964987529229742,0.02802889576883385,0.19421052631578947
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.0038350687622120934,0.003086628011335872,0.028464396284829722,0.32263157894736844,,,0.0038350687622120934,0.003086628011335872,0.028464396284829722,0.32263157894736844
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.0038592963535873607,0.004456772438398142,0.017479876160990712,0.6542105263157895,0.014683178534571724,0.6542105263157895,0.0038592963535873607,0.004456772438398142,0.017479876160990712,0.6542105263157895
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.0038040540096684126,0.00591639183996839,0.032043343653250775,0.18263157894736842,,,0.0038040540096684126,0.00591639183996839,0.032043343653250775,0.18263157894736842
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.0038551609379676483,0.0036598786645677174,0.030862745098039216,0.28210526315789475,0.016592363261093913,0.28157894736842104,0.0038551609379676483,0.0036598786645677174,0.030862745098039216,0.28210526315789475
256,128,256,1,1,,2000,1.2,100,0.97,,,,,0.0038304246092590723,0.005173733425044582,0.03052218782249742,0.25263157894736843,,,0.0038304246092590723,0.005173733425044582,0.03052218782249742,0.25263157894736843
256,128,2,1,2,1.0,2000,1.2,100,0.97,196.0,0.9848857801796105,196.0,0.9848857801796105,0.00386975863569172,0.004300408632318943,0.015698658410732712,0.30842105263157893,0.013956656346749226,0.30842105263157893,0.00386975863569172,0.004300408632318943,0.015698658410732712,0.30842105263157893
