players,clusters,playerperclusters,numliars,QPQversion,alpha,rounds,betafactor,QPQHL,QPQTH,QPQ2HL0,QPQ2TH0,QPQ2HL1,QPQ2TH1,UtilityHonest,UtilityDishonest,FNTotalHonest,FNTotalDishonest,FNTotalHonest_LL,FNTotalDishonest_LL,UtilityHonest_HL,UtilityDishonest_HL,FNTotalHonest_HL,FNTotalDishonest_HL
256,8,256,1,1,,2000,1.2,100,0.97,,,,,0.00380936182396793,0.004539309111604463,0.030045407636738908,0.2531578947368421,,,0.00380936182396793,0.004539309111604463,0.030045407636738908,0.2531578947368421
256,8,32,1,2,1.0,2000,1.2,100,0.97,640.0,0.9848857801796105,640.0,0.9848857801796105,0.003862750363668421,0.001028954797579147,0.015490196078431372,0.9142105263157895,0.015430340557275542,0.9142105263157895,0.003862750363668421,0.001028954797579147,0.015490196078431372,0.9142105263157895
256,8,256,1,1,,2000,1.2,100,0.97,,,,,0.0038336455595932993,0.004610801146910558,0.028745098039215686,0.26052631578947366,,,0.0038336455595932993,0.004610801146910558,0.028745098039215686,0.26052631578947366
256,8,32,1,2,1.0,2000,1.2,100,0.97,640.0,0.9848857801796105,640.0,0.9848857801796105,0.0038624964321331947,0.0016647560634509416,0.01457172342621259,0.8789473684210526,0.014567595459236327,0.8789473684210526,0.0038624964321331947,0.0016647560634509416,0.01457172342621259,0.8789473684210526
256,8,256,1,1,,2000,1.2,100,0.97,,,,,0.0038406504790966483,0.00362613619761223,0.032113519091847266,0.15789473684210525,,,0.0038406504790966483,0.00362613619761223,0.032113519091847266,0.15789473684210525
256,8,32,1,2,1.0,2000,1.2,100,0.97,640.0,0.9848857801796105,640.0,0.9848857801796105,0.0038406596095973224,0.0020027706701551376,0.018596491228070177,0.6684210526315789,0.017896800825593397,0.6684210526315789,0.0038406596095973224,0.0020027706701551376,0.018596491228070177,0.6684210526315789
256,8,256,1,1,,2000,1.2,100,0.97,,,,,0.003834632647353458,0.0041928094463891214,0.028831785345717235,0.20789473684210527,,,0.003834632647353458,0.0041928094463891214,0.028831785345717235,0.20789473684210527
256,8,32,1,2,1.0,2000,1.2,100,0.97,640.0,0.9848857801796105,640.0,0.9848857801796105,0.0038629584896079467,0.004157294421338934,0.012165118679050568,0.8536842105263158,0.008658410732714138,0.8536842105263158,0.0038629584896079467,0.004157294421338934,0.012165118679050568,0.8536842105263158
256,8,256,1,1,,2000,1.2,100,0.97,,,,,0.0037940325958511242,0.008749218061869464,0.031572755417956656,0.09631578947368422,,,0.0037940325958511242,0.008749218061869464,0.031572755417956656,0.09631578947368422
256,8,32,1,2,1.0,2000,1.2,100,0.97,640.0,0.9848857801796105,640.0,0.9848857801796105,0.003849106583038592,0.0026551582099207196,0.01809907120743034,0.7573684210526316,0.018094943240454076,0.7568421052631579,0.003849106583038592,0.0026551582099207196,0.01809907120743034,0.7573684210526316
256,8,256,1,1,,2000,1.2,100,0.97,,,,,0.003819154430854575,0.007184108117232771,0.028544891640866873,0.19263157894736843,,,0.003819154430854575,0.007184108117232771,0.028544891640866873,0.19263157894736843
