FNTotalDishonest,FNTotalDishonest_HL,FNTotalHonest,FNTotalHonest_HL,QPQ2HL0,QPQ2HL1,QPQ2TH0,QPQ2TH1,QPQHL,QPQTH,QPQversion,UtilityDishonest,UtilityDishonest_HL,UtilityHonest,UtilityHonest_HL,alpha,betafactor,clusters,numliars,playerperclusters,players,rounds
0.049,0.0011111111111111111,0.011109803921568627,0.01167755991285403,,,,,100,0.97,1,0.0002657847514035194,4.894691067673571e-05,3.3052518109925745e-05,3.562261519218402e-05,,1.2,2,1,256,256,1000
0.0,0.0,0.0,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.0006925096516504311,4.894691067673571e-05,2.036862937416057e-05,2.3454332601274545e-05,1.0,1.2,2,1,128,256,1000
0.022,0.025555555555555557,0.011192156862745098,0.011180827886710239,,,,,100,0.97,1,3.002223270278437e-06,6.236481584158238e-05,2.9544393512655956e-05,2.9365972473884766e-05,,1.2,2,1,256,256,1000
0.0,0.0,0.0,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.0002746907565631268,3.899924966938818e-05,2.444697518351639e-05,2.4053198117894257e-05,1.0,1.2,2,1,128,256,1000
0.067,0.03,0.011662745098039216,0.011803921568627451,,,,,100,0.97,1,1.3986441479277857e-06,1.0963182306516186e-05,3.923913449522127e-05,4.176450261617099e-05,,1.2,2,1,256,256,1000
0.0,0.0,7.84313725490196e-06,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,1.3986441479277857e-06,1.0963182306516186e-05,2.1801357901785242e-05,2.2390794961847375e-05,1.0,1.2,2,1,128,256,1000
0.078,0.02,0.012486274509803922,0.013010893246187363,,,,,100,0.97,1,0.0,9.224148909766268e-07,2.8114473572827355e-05,2.8937223823905208e-05,,1.2,2,1,256,256,1000
0.0,0.0,3.92156862745098e-06,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,3.905078078031088e-06,5.940443598663686e-06,2.5045483958755915e-05,2.61271978363608e-05,1.0,1.2,2,1,128,256,1000
0.098,0.024444444444444446,0.010996078431372548,0.011599128540305011,,,,,100,0.97,1,1.1823147924872046e-07,3.366493314366164e-05,3.488291352014877e-05,3.708197179263928e-05,,1.2,2,1,256,256,1000
0.0,0.0,7.84313725490196e-06,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.0005345551022514235,3.366493314366164e-05,2.658738385547343e-05,3.015871956673205e-05,1.0,1.2,2,1,128,256,1000
0.089,0.0011111111111111111,0.011792156862745097,0.012139433551198257,,,,,100,0.97,1,0.0,6.581114139863854e-05,3.6895279031376446e-05,3.8817570719965486e-05,,1.2,2,1,256,256,1000
0.0,0.0,0.0,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.0006868641289817806,6.581114139863854e-05,2.84163690926741e-05,3.245119710057202e-05,1.0,1.2,2,1,128,256,1000
0.03,0.05,0.014223529411764706,0.01473202614379085,,,,,100,0.97,1,0.0,1.0981276350027831e-05,3.519494008596802e-05,3.738357984768262e-05,,1.2,2,1,256,256,1000
0.0,0.0,0.0,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.0,1.0981276350027831e-05,2.5247309742383466e-05,2.6392206727458015e-05,1.0,1.2,2,1,128,256,1000
0.051,0.0,0.011666666666666667,0.01233115468409586,,,,,100,0.97,1,0.0,2.2758398786246502e-05,4.190820130345419e-05,4.406192771368477e-05,,1.2,2,1,256,256,1000
0.0,0.0,7.058823529411764e-05,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.0,2.2758398786246502e-05,2.8141417993443718e-05,2.5329544365687196e-05,1.0,1.2,2,1,128,256,1000
0.103,0.008888888888888889,0.012647058823529412,0.013442265795206972,,,,,100,0.97,1,0.0,4.016949859961964e-05,4.878925576528681e-05,5.187225704193199e-05,,1.2,2,1,256,256,1000
0.0,0.0,3.92156862745098e-06,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.000959826700063302,4.016949859961964e-05,2.820642545628663e-05,3.351610771636992e-05,1.0,1.2,2,1,128,256,1000
0.114,0.0,0.011407843137254903,0.012183006535947713,,,,,100,0.97,1,2.115043930786875e-06,2.1980927503574893e-05,3.1756840221937516e-05,2.8894169001211105e-05,,1.2,2,1,256,256,1000
0.0,0.0,0.0,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,2.115043930786875e-06,2.1980927503574893e-05,2.835016951525947e-05,2.9561128116414135e-05,1.0,1.2,2,1,128,256,1000
0.021,0.0,0.011094117647058824,0.011529411764705882,,,,,100,0.97,1,0.0,5.075426322854613e-06,3.921965156713114e-05,3.9850212021043354e-05,,1.2,2,1,256,256,1000
0.0,0.0,7.84313725490196e-06,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.0,5.075426322854613e-06,3.8583054546428036e-05,4.081632526110111e-05,1.0,1.2,2,1,128,256,1000
0.027,0.005555555555555556,0.012066666666666667,0.012671023965141612,,,,,100,0.97,1,5.835662828943655e-06,0.0,4.053383690110973e-05,4.345717039232344e-05,,1.2,2,1,256,256,1000
0.0,0.0,0.0,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,5.835662828943655e-06,0.0,2.6224883287259685e-05,2.761021036059203e-05,1.0,1.2,2,1,128,256,1000
0.031,0.0,0.0128,0.013220043572984749,,,,,100,0.97,1,6.709171898073851e-07,1.3761567887150673e-05,3.727280998596006e-05,3.1535130936259965e-05,,1.2,2,1,256,256,1000
0.0,0.0,3.92156862745098e-06,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,6.709171898073851e-07,1.3761567887150673e-05,2.8617780849480037e-05,2.980948340095239e-05,1.0,1.2,2,1,128,256,1000
0.043,0.0077777777777777776,0.011898039215686275,0.012139433551198257,,,,,100,0.97,1,3.624751611952526e-07,3.393747894018115e-05,3.621228453311722e-05,3.623276925474997e-05,,1.2,2,1,256,256,1000
0.0,0.0,3.92156862745098e-06,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.0005698236905068678,3.393747894018115e-05,2.2886233049345942e-05,2.6369331448313566e-05,1.0,1.2,2,1,128,256,1000
0.054,0.0,0.012690196078431373,0.013237472766884532,,,,,100,0.97,1,5.5293749712174155e-06,3.204257691514877e-05,3.420114715187974e-05,3.580274129831951e-05,,1.2,2,1,256,256,1000
0.0,0.0,3.92156862745098e-06,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,5.5293749712174155e-06,3.204257691514877e-05,2.692229947166816e-05,2.7715132764751065e-05,1.0,1.2,2,1,128,256,1000
0.03,0.008888888888888889,0.011192156862745098,0.011307189542483661,,,,,100,0.97,1,9.158949409614481e-07,4.935137868088536e-06,4.4356200836994754e-05,4.453602834757573e-05,,1.2,2,1,256,256,1000
0.0,0.0,0.0,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,9.158949409614481e-07,6.829363180706791e-06,3.0472870877657243e-05,2.969099412665207e-05,1.0,1.2,2,1,128,256,1000
0.061,0.006666666666666667,0.012125490196078432,0.012357298474945533,,,,,100,0.97,1,7.373223681295116e-08,4.878511712519407e-06,4.479948604722633e-05,4.3959678254817575e-05,,1.2,2,1,256,256,1000
0.0,0.0,0.0,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,7.373223681295116e-08,6.476205607297435e-06,2.249745163692906e-05,2.3384333551039418e-05,1.0,1.2,2,1,128,256,1000
0.083,0.014444444444444444,0.009741176470588236,0.01037037037037037,,,,,100,0.97,1,0.0,1.0106649615027792e-05,3.5722495956505364e-05,3.78727694368667e-05,,1.2,2,1,256,256,1000
0.0,0.0,0.0,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.0,1.0106649615027792e-05,2.0332571000640607e-05,2.0828180413417646e-05,1.0,1.2,2,1,128,256,1000
0.066,0.0011111111111111111,0.014145098039215686,0.014962962962962963,,,,,100,0.97,1,0.001408601206180082,2.1294387624985294e-06,3.753862360580843e-05,4.533378319378605e-05,,1.2,2,1,256,256,1000
0.0,0.0,0.0,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.0008128238604429576,2.1294387624985294e-06,2.736681771015087e-05,3.21824908983731e-05,1.0,1.2,2,1,128,256,1000
0.13,0.0044444444444444444,0.00964313725490196,0.01061437908496732,,,,,100,0.97,1,0.0003352641983144364,0.0,2.3982440294644004e-05,2.2638300502041855e-05,,1.2,2,1,256,256,1000
0.0,0.0,0.0,0.0,196.0,196.0,0.9845797171299492,0.9845797171299492,100,0.97,2,0.0013257152236512892,0.0,3.644370082208285e-05,3.654636747142321e-05,1.0,1.2,2,1,128,256,1000
