FNTotalDishonest,FNTotalDishonest_HL,FNTotalHonest,FNTotalHonest_HL,QPQ2HL0,QPQ2HL1,QPQ2TH0,QPQ2TH1,QPQHL,QPQTH,QPQversion,UtilityDishonest,UtilityDishonest_HL,UtilityHonest,UtilityHonest_HL,alpha,betafactor,clusters,numliars,playerperclusters,players,rounds
0.00475,0.014166666666666666,0.005912698412698413,0.006159611992945326,,,,,400,0.981636715130498,1,0.00013870481442762234,0.0007442602556729483,0.0003213768761801622,0.00031593211373717517,,1.05,8,1,64,64,4000
0.0,0.0,7.936507936507937e-05,8.818342151675486e-05,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.0004864088300066246,0.0002499276048669254,0.00026852126064209815,0.00027545238649305195,1.0,1.05,8,1,8,64,4000
0.01175,0.022222222222222223,0.005599206349206349,0.005903880070546737,,,,,400,0.981636715130498,1,0.00017740874659147684,0.0004227337490455935,0.0002821770267526487,0.000283190010111727,,1.05,8,1,64,64,4000
0.0,0.0,0.0006746031746031747,0.0,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,8.887070977584638e-05,0.00028476932349207995,0.0002660957686640759,0.0002639777767708809,1.0,1.05,8,1,8,64,4000
0.00525,0.009166666666666667,0.006547619047619048,0.00708994708994709,,,,,400,0.981636715130498,1,0.000450086308520523,0.00022577899099178138,0.0002914663973994037,0.0002965292918042158,,1.05,8,1,64,64,4000
0.0,0.0,7.936507936507936e-06,0.0,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,9.894853501236014e-05,0.00026172948180803264,0.0002564619252447194,0.0002538268093369079,1.0,1.05,8,1,8,64,4000
0.03775,0.0002777777777777778,0.006099206349206349,0.0070105820105820105,,,,,400,0.981636715130498,1,0.0006159440507655243,0.00030763895890112295,0.00029703603440003803,0.00030876775265257535,,1.05,8,1,64,64,4000
0.0,0.0005555555555555556,3.1746031746031745e-05,2.6455026455026456e-05,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.0008381566781955096,0.000303330468927058,0.0002561586445453582,0.0002623930473890562,1.0,1.05,8,1,8,64,4000
0.0,0.0019444444444444444,0.008861111111111111,0.008910934744268078,,,,,400,0.981636715130498,1,0.00019838758950760455,0.00025743573267578384,0.00030872279403725765,0.00030872318201697246,,1.05,8,1,64,64,4000
0.0,0.0,0.0013015873015873017,0.0,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.00019079291448616085,0.0002670746006265301,0.0002647181959138789,0.00025916265639415394,1.0,1.05,8,1,8,64,4000
0.0695,0.004722222222222222,0.00605952380952381,0.007649911816578483,,,,,400,0.981636715130498,1,0.0008243645917861511,0.0004587183013364168,0.0002789949732836288,0.000287718650029877,,1.05,8,1,64,64,4000
0.0,0.0,0.0,0.0,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.00015834110197297013,0.00023212361632375078,0.0002782848195243887,0.00027831926728721847,1.0,1.05,8,1,8,64,4000
0.00475,0.0008333333333333334,0.009095238095238095,0.009281305114638448,,,,,400,0.981636715130498,1,0.00036496995639587594,0.0003053331853815764,0.000313073704522662,0.00031031052026502,,1.05,8,1,64,64,4000
0.0095,0.0,0.00125,0.0010361552028218695,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.0006739487897071632,0.0002924361404894139,0.00038963180984135715,0.0004032159274081959,1.0,1.05,8,1,8,64,4000
0.00175,0.0,0.00794047619047619,0.008434744268077601,,,,,400,0.981636715130498,1,0.0001784889406944308,0.00020948581278827533,0.0002917167912835985,0.00029477153277343685,,1.05,8,1,64,64,4000
0.0,0.0,3.571428571428572e-05,0.0,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.0009079990402605873,0.0002145613703132654,0.00024625826073090953,0.0002586528293272207,1.0,1.05,8,1,8,64,4000
0.00475,0.009166666666666667,0.007765873015873016,0.007976190476190477,,,,,400,0.981636715130498,1,0.00014249783005036866,0.00029157675565375483,0.0002853003369820889,0.00028662917966424333,,1.05,8,1,64,64,4000
0.0,0.0,1.1904761904761905e-05,0.0,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.00014055247960034187,0.0002789998433971888,0.0002690714072208864,0.0002651258442508892,1.0,1.05,8,1,8,64,4000
0.00675,0.0002777777777777778,0.006186507936507936,0.006807760141093474,,,,,400,0.981636715130498,1,0.00021631373873407932,0.00021997798497812044,0.00030051028698908433,0.0003027044761001659,,1.05,8,1,64,64,4000
0.0,0.0,1.984126984126984e-05,0.0,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.0001809704946926631,0.00020976298185708246,0.0002707168401631212,0.00027009154308759673,1.0,1.05,8,1,8,64,4000
0.0,0.005555555555555556,0.00836111111111111,0.008761022927689594,,,,,400,0.981636715130498,1,0.00015223185283578066,0.00028260114467627514,0.00032239201039396305,0.00032919559798125165,,1.05,8,1,64,64,4000
0.0,0.0,0.00015873015873015873,0.0,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.00015937551112414711,0.0002819847929000294,0.0002758295634522492,0.0002731691807412609,1.0,1.05,8,1,8,64,4000
0.016,0.0002777777777777778,0.005253968253968254,0.005947971781305115,,,,,400,0.981636715130498,1,0.00027352491716151593,0.00025235261934994694,0.000281411886778845,0.00027950211477746,,1.05,8,1,64,64,4000
0.0,0.0,3.968253968253968e-06,0.0,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.00047063964385484495,0.00025235261934994694,0.0002648549901533194,0.0002718940683768573,1.0,1.05,8,1,8,64,4000
0.001,0.007222222222222222,0.004007936507936508,0.004281305114638448,,,,,400,0.981636715130498,1,0.00015421187766079595,0.0002301499993435209,0.0002731298317696652,0.00027479605180534794,,1.05,8,1,64,64,4000
0.0,0.0,0.010027777777777778,0.011141975308641975,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.00017294209041350918,0.0002539996824350767,0.0003001709979733969,0.00030483371949303835,1.0,1.05,8,1,8,64,4000
0.017,0.0008333333333333334,0.007563492063492064,0.00681657848324515,,,,,400,0.981636715130498,1,0.00028372107742089393,0.00020400891983803806,0.00029962403188186717,0.0002807973948229762,,1.05,8,1,64,64,4000
0.0,0.0,1.984126984126984e-05,0.0,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.0004788927060718451,0.00020400891983803806,0.00027640481972564013,0.0002638133878468531,1.0,1.05,8,1,8,64,4000
0.0965,0.0022222222222222222,0.007666666666666666,0.009814814814814814,,,,,400,0.981636715130498,1,0.0008090313586068804,0.0004877215399413645,0.0003081615033171452,0.0003118482517824438,,1.05,8,1,64,64,4000
0.0,0.0,0.0010277777777777778,0.00033509700176366844,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.00039812419207201115,0.00025272928896394824,0.0002604918611785254,0.00025984653099101986,1.0,1.05,8,1,8,64,4000
0.04,0.0002777777777777778,0.007619047619047619,0.00876984126984127,,,,,400,0.981636715130498,1,0.0007197395958823435,0.00024027580980293424,0.00029423694778848964,0.00030996497627547005,,1.05,8,1,64,64,4000
0.0,0.0,1.1904761904761905e-05,0.0,1600.0,1600.0,0.9887856964505846,0.9887856964505846,400,0.981636715130498,2,0.0008087205152861518,0.0002298545281929382,0.0002542005880102725,0.0002631387901586534,1.0,1.05,8,1,8,64,4000
