FNTotalDishonest,FNTotalDishonest_HL,FNTotalHonest,FNTotalHonest_HL,QPQ2HL0,QPQ2HL1,QPQ2TH0,QPQ2TH1,QPQHL,QPQTH,QPQversion,UtilityDishonest,UtilityDishonest_HL,UtilityHonest,UtilityHonest_HL,alpha,betafactor,clusters,numliars,playerperclusters,players,rounds
0.015,0.013333333333333334,0.012693548387096774,0.013010752688172042,,,,,100,0.97,1,5.048782993447576e-05,0.0002204335488101308,0.00042401870791063383,0.0004335737550847685,,1.2,8,2,64,64,1000
0.0,0.0,9.67741935483871e-05,1.7921146953405018e-05,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.001405277769214464,0.000602639636330478,0.0002885367726396913,0.0003240540387401925,1.0,1.2,8,2,8,64,1000
0.0645,0.0033333333333333335,0.011774193548387097,0.014068100358422939,,,,,100,0.97,1,0.0009109547708441221,0.00024169379518329315,0.0003410524688897072,0.00033647844298265595,,1.2,8,2,64,64,1000
0.0,0.06055555555555556,0.006548387096774194,0.005304659498207885,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0006069619424788975,0.00045450403903940143,0.0002833986053779893,0.0002622634760795581,1.0,1.2,8,2,8,64,1000
0.112,0.006111111111111111,0.013774193548387097,0.018387096774193548,,,,,100,0.97,1,0.000747411699487189,0.00025139638215186997,0.0003671035141966916,0.00040259459469136174,,1.2,8,2,64,64,1000
0.0,0.0,0.00012903225806451613,0.0,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0008669288610867339,0.0002497343596067725,0.00031764194773951953,0.00033552599244219416,1.0,1.2,8,2,8,64,1000
0.1035,0.0033333333333333335,0.007225806451612903,0.010949820788530466,,,,,100,0.97,1,0.0006344438447837549,0.0002531061602561434,0.00028718799391388197,0.00029925119160255484,,1.2,8,2,64,64,1000
0.0,0.0,9.67741935483871e-05,0.0,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0025542658687348276,0.0002623151569567329,0.00027729269206359285,0.0003533342865780891,1.0,1.2,8,2,8,64,1000
0.059,0.03111111111111111,0.0105,0.011845878136200716,,,,,100,0.97,1,0.000570286254903313,0.0002764032078679238,0.00033854153232994573,0.00035548637198639277,,1.2,8,2,64,64,1000
0.0,0.0,0.0005645161290322581,0.0006093189964157706,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0011110533016533335,0.0002952528224930059,0.00026853132569339355,0.0002967942140417883,1.0,1.2,8,2,8,64,1000
0.039,0.010555555555555556,0.012983870967741935,0.014874551971326165,,,,,100,0.97,1,0.0006382170399383345,0.0007268279501644637,0.0003680670245025208,0.00037505247377354043,,1.2,8,2,64,64,1000
0.0,0.0,1.6129032258064517e-05,0.0,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0005418264174373077,0.00030499706754242347,0.0003598833561548875,0.00037799347016552,1.0,1.2,8,2,8,64,1000
0.068,0.0005555555555555556,0.009,0.011021505376344085,,,,,100,0.97,1,0.0002502250963775072,0.00024358509716123096,0.0003582858540085607,0.00037293228710850177,,1.2,8,2,64,64,1000
0.0,0.0,4.838709677419355e-05,0.0,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0016977559243143109,0.00024358509716123096,0.0002462331669499636,0.0002966213700958727,1.0,1.2,8,2,8,64,1000
0.059,0.0044444444444444444,0.009596774193548386,0.011612903225806452,,,,,100,0.97,1,6.148122081545265e-05,0.0002008781191233921,0.0003578292763750794,0.0003574563768691385,,1.2,8,2,64,64,1000
0.0,0.0,0.0003064516129032258,1.7921146953405018e-05,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0009406942498584336,0.00021317959528800384,0.0002725661361966165,0.0003025386976587051,1.0,1.2,8,2,8,64,1000
0.035,0.0011111111111111111,0.011048387096774194,0.012867383512544803,,,,,100,0.97,1,5.221934272075191e-05,0.00035954354259675044,0.0003674133743878389,0.0003677205360757494,,1.2,8,2,64,64,1000
0.0005,0.0,0.0008387096774193549,0.0005555555555555556,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0009910560389511719,0.00035420345934065073,0.00029221545770576225,0.00030199729630733097,1.0,1.2,8,2,8,64,1000
0.0725,0.0,0.008403225806451612,0.011308243727598566,,,,,100,0.97,1,0.0012640366176837254,0.0002197734648451714,0.00029505352274175373,0.0003363988999000475,,1.2,8,2,64,64,1000
0.0,0.0,0.0013225806451612903,0.0003763440860215054,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.000858235207809313,0.0001914181141673424,0.00028922996026667765,0.0003078411875786946,1.0,1.2,8,2,8,64,1000
0.0785,0.005,0.009919354838709678,0.012060931899641577,,,,,100,0.97,1,0.0009505595132817412,0.000270681715089568,0.0003347581783429209,0.0003709810138287034,,1.2,8,2,64,64,1000
0.0,0.0,0.0001935483870967742,0.00021505376344086021,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0008782589305141474,0.00026518987069030163,0.00028965037638358887,0.0003193939865500417,1.0,1.2,8,2,8,64,1000
0.066,0.0044444444444444444,0.010129032258064516,0.013046594982078854,,,,,100,0.97,1,3.543506755577996e-05,0.0002532874161518404,0.000313593727587858,0.00031111627269783096,,1.2,8,2,64,64,1000
0.0,0.0,0.0,0.0,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0015431201215577795,0.0002569268487010465,0.00027873601421726205,0.000326877500103883,1.0,1.2,8,2,8,64,1000
0.0405,0.022222222222222223,0.01656451612903226,0.018458781362007168,,,,,100,0.97,1,0.0003849921241592499,0.0007055855798339285,0.0004528300897359341,0.0004677265020511755,,1.2,8,2,64,64,1000
0.0,0.0,0.00022580645161290321,0.00021505376344086021,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0006041206807494577,0.0002205999823093864,0.00028863922796469507,0.0003081964344072863,1.0,1.2,8,2,8,64,1000
0.063,0.024444444444444446,0.012241935483870968,0.014139784946236559,,,,,100,0.97,1,0.0010894822306260158,0.0011789712204920584,0.00034153180721725106,0.00035281792156518984,,1.2,8,2,64,64,1000
0.0235,0.0,0.006403225806451613,0.007939068100358423,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0006228566267104213,0.0004917796071934037,0.00031988961071968886,0.0003393259245729035,1.0,1.2,8,2,8,64,1000
0.032,0.02277777777777778,0.011838709677419354,0.012365591397849462,,,,,100,0.97,1,0.00045639017205266567,0.0007729378305797855,0.00031657551550829657,0.0003092667429271111,,1.2,8,2,64,64,1000
0.047,0.0,0.013032258064516128,0.015770609318996417,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0011472901542718464,0.00021524706082926047,0.00033533606765764705,0.0003695834929083939,1.0,1.2,8,2,8,64,1000
0.0445,0.0033333333333333335,0.011967741935483871,0.013172043010752688,,,,,100,0.97,1,0.0006812895424470029,0.0001899380513979198,0.0003126642527319615,0.0003264109003907962,,1.2,8,2,64,64,1000
0.0,0.0,0.0008225806451612903,0.0005017921146953405,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0013896016525268796,0.0001899380513979198,0.00028477516638064046,0.00033088954710402865,1.0,1.2,8,2,8,64,1000
0.045,0.013333333333333334,0.012080645161290322,0.013655913978494624,,,,,100,0.97,1,0.0008275925609324582,0.0001601810292087609,0.00044508666406681843,0.00046347464024880966,,1.2,8,2,64,64,1000
0.0,0.0,0.0017903225806451613,0.0013799283154121865,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0014828070702928996,0.00018242113530739308,0.0003279349399866614,0.00038263058244038966,1.0,1.2,8,2,8,64,1000
0.057,0.008333333333333333,0.012790322580645162,0.015412186379928316,,,,,100,0.97,1,0.0008168161968432653,0.0005623782211751725,0.0003264723762072376,0.0003428017792932161,,1.2,8,2,64,64,1000
0.0005,0.0,0.0003870967741935484,0.00012544802867383513,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0005364725141104303,0.00024326039219519955,0.0003016194716170326,0.0003216610707332285,1.0,1.2,8,2,8,64,1000
0.0465,0.006111111111111111,0.011532258064516129,0.013602150537634408,,,,,100,0.97,1,6.22375652351953e-05,0.00016134764940320788,0.00033072187084251634,0.0003295289235803169,,1.2,8,2,64,64,1000
0.0,0.0,0.016,0.016487455197132617,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0022050077557495664,0.000242877530723699,0.0003317882542855121,0.00041326999258912425,1.0,1.2,8,2,8,64,1000
0.0245,0.009444444444444445,0.008919354838709677,0.009802867383512544,,,,,100,0.97,1,7.615706077636609e-05,0.00016633633714778712,0.00028398977800079406,0.0002818126271512172,,1.2,8,2,64,64,1000
0.0,0.0,0.0,0.0,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0004870530120022074,0.00016633633714778712,0.00024940017438901727,0.00025810718769819785,1.0,1.2,8,2,8,64,1000
0.0865,0.006111111111111111,0.014241935483870968,0.018422939068100358,,,,,100,0.97,1,0.00015245257027495806,0.0003602267583775612,0.00039588661286530546,0.0004087121975824438,,1.2,8,2,64,64,1000
0.0,0.0,0.0009516129032258064,0.0003763440860215054,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0008477919765082496,0.00035236666490502975,0.0003127191149670584,0.00034018259107005235,1.0,1.2,8,2,8,64,1000
0.023,0.0033333333333333335,0.011629032258064517,0.012652329749103942,,,,,100,0.97,1,0.0005688843817823881,0.0002549049787947517,0.0002901839894195835,0.0003058525438317535,,1.2,8,2,64,64,1000
0.0005,0.0,0.00025806451612903227,0.0001971326164874552,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.002270888842844324,0.00024096891350878507,0.00025700158388880674,0.00033162534692841546,1.0,1.2,8,2,8,64,1000
0.0045,0.008888888888888889,0.01114516129032258,0.011433691756272402,,,,,100,0.97,1,7.826716280322338e-05,0.0002681988347677556,0.0003607848143186393,0.0003578501337937219,,1.2,8,2,64,64,1000
0.0,0.0,0.0,0.0,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,7.530056423767678e-05,0.00031611297058308483,0.0003421235015174762,0.00034832138294344867,1.0,1.2,8,2,8,64,1000
0.048,0.005,0.0095,0.01093189964157706,,,,,100,0.97,1,0.0007788253295544074,0.0002592068541472001,0.00035769977747338705,0.0003907513366963167,,1.2,8,2,64,64,1000
0.001,0.0,0.0003870967741935484,0.0,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0023814112127951274,0.0002592068541472001,0.00030982321009623634,0.0003942724999582475,1.0,1.2,8,2,8,64,1000
0.0795,0.01,0.008370967741935484,0.011523297491039426,,,,,100,0.97,1,0.0010661392848108002,0.0003049801072294749,0.0003159850109401935,0.00034951451613361,,1.2,8,2,64,64,1000
0.0,0.0,9.67741935483871e-05,0.0,400.0,400.0,0.981636715130498,0.981636715130498,100,0.97,2,0.0020031851836754475,0.0008250173279700923,0.00030507795723911746,0.0003544342995076652,1.0,1.2,8,2,8,64,1000
0.0455,0.015,0.012709677419354838,0.014408602150537634,,,,,100,0.97,1,6.812544283267846e-05,0.0007394964844098964,0.00033824562711986373,0.0003265449900343035,,1.2,8,2,64,64,1000
